"SW Rankings 
1. Empire
2. Rouge One
3. Last Jedi
4. New Hope
5. Return of the Jedi
6. Force Awakens
7. Solo
8. Revenge of the Sith
9. Rise of Skywalker
10. Attack of the Clones
11. Phanthom Menace",2020-01-05 08:49:32,"Seattle, WA"
"Star Wars
The Empire Strikes Back
The Last Jedi
The Force Awakens
Return of the Jedi
Solo
Rogue One
Revenge of the Sith
The Rise of Skywalker
The Phantom Menace
Attack of the Clones",2020-01-05 08:42:54,
"Here’s my ranking of The Skywalker Saga from best to worst:

Return of the Jedi
A New Hope
The Empire Strikes Back
Revenge of the Sith
Phantom Menace
The Force Awaken
Attack of the Clones
Rise of Skywalker
Last Jedi

What’s yours?",2020-01-05 08:33:41,Singapore
"Revenge of the Sith 
The Empire Strikes Back 
Rogue One 
A New Hope 
The Phantom Menace 
Return of the Jedi 
The Force Awakens 
Attack of the Clones 
The Rise of Skywalker 
Solo 
The Last Jedi 

Top to bottom, my SW rankings, not that anyone cares.",2020-01-05 08:07:32,Dakara
"i decided to redo my star wars films ranking, fight me

1. Empire Strikes Back
2. A New Hope
3. The Last Jedi
4. Rogue One
5. The Revenge of the Sith
6. Return of the Jedi
7. The Force Awakens
8. The Phantom Menace
9. Solo
10. The Rise of Skywalker
11. Attack of the Clones https://t.co/eGXvouYZXG",2020-01-05 07:15:12,Melbourne
"Finally got to see #StarWarsRiseofSkywalker &amp; loved it, here’s my Top 11

1.The Empire Strikes Back
2. New Hope
3.#RiseofSkywalker  
4. The Force Awakens
5.Rogue one
6.Return of the Jedi
7.Solo
8.The Last Jedi
9.The Phantom Menace
10.Attack of the Clones
11.Revenge of the Sith",2020-01-05 07:10:10,Oxfordshire
"Official Star Wars Rankings:
Empire Strikes Back
A New Hope
Rogue One
The Last Jedi
Return of the Jedi
Solo
Rise of Skywalker
The Force Awakens
Revenge of the Sith
The Phantom Menace
Attack of the Clones",2020-01-05 07:09:26,Portland
"Personal Star Wars ranking:
1. Force Awakening 
2. Revenge of the Sith
3. Empire Strikes back
4. Return of the Jedi
5. New Hope
6. Rise of Skywalker
7. Rogue One
8. Solo
9. Last Jedi
10. Phantom Menace
11. Attack of the Clones",2020-01-05 07:06:02,Bay Area
"After having finally seen it, my overall rankings are.

1. The Empire Strikes Back
2. A New Hope
3. The Rise of Skywalker
4. Return of the Jedi
5. The Force Awakens
6. Revenge of the Sith
7. The Last Jedi
8. Attack of the Clones
9. The Phantom Menace

#StarWars #theskywalkersaga",2020-01-05 06:58:27,Worldwide
"Having seen all #StarWars films recently, this is my ranking:

1. The Empire Strikes Back
2. The Last Jedi
3. A New Hope
4. Return of the Jedi
5. Rogue One
6. The Force Awakens
7. #TheRiseOfSkywalker
8. Solo
9. Revenge of the Sith
10. Attack of the Clones
11. The Phantom Menace",2020-01-05 06:49:20,"Athens, TX"
"@CJhockey10 Revenge of the Sith
Empire strikes back
Rise of Skywalker
Return of the Jedi
A new hope
Force awakens
Phantom Menace
The Attack of the Clones
The Last Jedi",2020-01-05 06:06:07,Earth... I think
"After 3 viewings, I can safely say:

#TheRiseOfSkywalker
The Empire Strikes Back
Attack of the Clones
Return of the Jedi
Solo
Rogue One
The Phantom Menace
Revenge of the Sith
The Last Jedi
The Force Awakens
A New Hope
Clone Wars",2020-01-05 06:05:05,
"My ranking of the Skywalker era of #StarWars:

1. Empire Strikes Back
2. A New Hope
3. Last Jedi
4. Force Awakens
5. Return of the Jedi
6. Revenge of the Sith
7. Rogue One
8. The Rise of Skywalker
9. Solo
10. Phantom Menace
11. Attack of the Clones",2020-01-05 05:59:34,"Los Angeles, CA"
"Rankings after considerable thought:
1. Empire Strikes Back
2. A New Hope
3. Rogue One
4. The Last Jedi
5. Return of the Jedi
6. Force Awakens
7. Revenge of the Sith
8. Rise of Skywalker
9. Solo
10. Attack of the Clones
11. Phantom Menace",2020-01-05 05:23:41,
"So here's my SW movie order from best to worst:
Last Jedi
Empire Strikes Back
Rogue One
Return of the Jedi
A New Hope
Solo
The Force Awakens
Rise of Skywalker
Attack of the Clones
Phantom Menace
Revenge of the Sith",2020-01-05 05:10:06,Somewhere near the CT River
"If we were to go further with this with all the films:

1.Empire Strikes Back
2.The Last Jedi
3.Revenge of the sith
4.Phantom Menace
5.A new hope
6.The force awakens
7.Rise of skywalker
8.Return of the jedi
9.Attack of the clones

Didnt see Solo or Rogue One.",2020-01-05 05:06:23,Aurora Borealis? At this tim
"e vamos de 

1 - empire strikes back 
2 - a new hope 
3 - revenge of the sith
4 - return of jedi
5 - force awakens
6 - rogue one
7 - phantom menace
8 - the last jedi
9 - rise of skywalker
10 - attack of the clones
11 - solo  

https://t.co/PZ3isIbAD7",2020-01-05 04:27:39,cosmic mistake
"@SWBFExpress 1. Empire Strikes Back
2. A New Hope
3. Revenge of the Sith
4. Return of the Jedi
5. Phantom Menace
6. Attack of the Clones",2020-01-05 04:25:40,Satan City
"ok here’s my Star Wars ranking (I have not seen Solo or Rogue One yet)

1. Return of the Jedi 
2. Attack of the Clones
3. Empire Strikes Back
4. Rise of Skywalker
5. Revenge of the Sith 
6. A New Hope
7. Force Awakens
8. Last Jedi
9. Phantom Menace",2020-01-05 04:12:53,툥
"@SWBFExpress 1. The Empire Strikes Back
2. A New Hope
3. The Force Awakens
4. The Last Jedi
5. The Rise of Skywalker
6. Return of the Jedi
7. Revenge of the Sith
8. Attack of the Clones
9. The Phantom Menace",2020-01-05 04:07:31,"Santa Clarita, CA"
"@SWBFExpress 1. The Empire Strikes Back
2. Star Wars 
3. Return of the Jedi
4. The Force Awakens
5. Revenge of the Sith
6. Attack of the Clones
7. The Phantom Menace 
8. The Rise of Skywalker
9. The Last Jedi",2020-01-05 03:29:31,London
"@ElviraWoman El mio es:
-Revenge Of The Sith
-Empire Strikes Back
-A New Hope
-Rogue One
-Rise Of The Skywalker
-The Phantom Menace
-Solo
-The Force Awakens
-The Last Jedi
-Attack Of The Clones",2020-01-05 03:07:45,En Tu Corazon
"@bbxh_twitch Order of release will give you the most WOW moments.

A New Hope
Empire Strikes Back
Return Of The Jedi
Phantom Menace
Attack Of The Clones
Revenge Of The Sith
The Force Awakens
Rogue One (recommend)
The Last Jedi
Solo (optional?)
Rise Of The Skywalkers",2020-01-05 02:33:02,"Nova Scotia, Canada"
"1. The Empire Strikes Back
2. A New Hope
3. Return of the Jedi
4. Rogue One
5. Rise of Skywalker
6. The Force Awakens
7. Revenge of the Sith
8. The Last Jedi
9. Attack of the Clones
10. Phantom Menace

Haven’t seen Solo yet, so I can’t rate it",2020-01-05 02:29:37,"Up your ass, to the left"
"My top #StarWars films
1. Return of the Jedi
2. Revenge of the Sith
3. Rogue One
4. Empire strikes back
5. Phantom Menace
6. The force awakens
7. A new hope 
8. Attack of the Clones
9. Rise or skywalker
10. Solo
11. The last Jedi",2020-01-05 02:23:30,"Monterrey, México"
"@iwaluvr new Hope, empire strikes back, the phantom menace, attack of the clones, revenge of the sith, return of the Jedi, sequels.",2020-01-05 02:12:19,"Macondo, she/her"
"ima rank the star wars franchise

Attack Of The Clones
The Phantom Menace
The Rise Of Skywalker
The Last Jedi
Solo: A Star Wars Story
Empire Strikes Back
Rogue One
The Force Awakens
Revenge Of The Sith
A New Hope
Return Of The Jedi",2020-01-05 02:07:01,chuck e cheese stage
My favourite star wars would be Revenge of the Sith then the original three then the phantom menace. We don't really talk about attack of the clones around here.,2020-01-05 01:33:09,
"1. Revenge of the Sith
2. Empire Strikes Back
3. A New Hope
4. The Rise of Skywalker
5. Attack of the Clones
6. The Last Jedi
7. Return of the Jedi
8. The Force Awakens
9. Solo
10. Rogue One
11. The Phantom Menace

I will burn your Star Wars takes to the ground.",2020-01-05 01:20:02,
"i finished rewatching the episode 1-6 of Star Wars and here’s my ranking so far:

Revenge Of The Sith
A New Hope
The Empire Strikes Back
The Phantom Menace
Return Of The Jedi
Attack Of The Clones",2020-01-05 01:17:23,the upside down
"List of favorite Star Wars films
1. Ep III: Revenge of the Sith
2. Ep IX: Rise of Skywalker
3. Ep VI: Return of the Jedi
4. Ep V: Empire Strikes Back
5. Ep I: Phantom Menace
6. Ep VII: Force Awakens
7. Ep IV: A New Hope
8. Ep VIII: The Last Jedi
9. Ep II Attack of the Clones",2020-01-05 01:03:39,I am the thing...from Uranus! 
"@CJhockey10 Of the Skywalker Saga: 
1. Revenge of the Sith
2. A New Hope
3. Return of the Jedi
4. Empire Strikes Back
5. Force Awakens
6. Rise of Skywalker
7. Attack of the Clones
8. Phantom Menace
9. Last Jedi
I await your judgements",2020-01-05 00:56:54,"Las Vegas, NV"
"Mi ranking de #StarWars

- Revenge Of the Sith
- The Empire Strikes Back
- Rogue One
- The Return Of the Jedi
- The Phantom Menace
- A New Hope
- Attack Of Clones 

El resto es basura",2020-01-05 00:55:51,"Necochea, Argentina"
#StarWars Least favorite: #11 Attack of the Clones #10 Phantom Menace #9 Revenge of the Sith #8 Solo #7 The Last Jedi #6 Return of the Jedi #5 The Rise of Skywalker #4 The Force Awakens #3 A New Hope #2 The Empire Strikes Back #1 Rogue One!,2020-01-05 00:47:07,"Houston, Texas"
"@SWBFExpress 9 - Attack of the Clones 
8 - The Phantom Menace 
7 - The Last Jedi
6 - A New Hope
5 - The Rise of Skywalker 
4 - The Force Awakens 
3 - Return of the Jedi 
2 - Revenge of the Sith 
1 - The Empire Strikes Back",2020-01-05 00:34:37,
"HERE IT IS. My ranking of all the #StarWars films.

The Empire Strikes Back
Star Wars (A New Hope)
Rogue One 
The Return of the Jedi
The Last Jedi 
The Force Awakens
The Rise of Skywalker
Revenge of the Sith
The Phantom Menace
Solo
Attack of the Clones",2020-01-05 00:32:27,"Ohio, USA"
"@RottenTomatoes Interesting to compare to the audience score:
The Rise of Skywalker- 86%
The Last Jedi- 43%
The Force Awakens- 86%
Revenge of the Sith- 66%
Attack of the clones- 56%
The Phantom Menace- 59% 
Return of the Jedi- 94%
Empire Strikes back- 97%
A New Hope- 96%",2020-01-05 00:25:59,"North West, England"
"1. Revenge of the Sith
2. Empire strikes back
3. Return of Jedi
4. Attack of the clones
5. A new hope
6. Phantom Menace
7. Last Jedi
8. Rise of Skywalker
9. Force Awakens
10. Solo
11. Rogue One (não vi) https://t.co/1E7yvJkMF7",2020-01-05 00:24:38,Caxias/Rio
"Finally seen them all. My rankings:

Empire Strikes Back
A New Hope
Rogue One
Rise of Skywalker 
Return of Jedi
The Last Jedi
Force Awakens
Revenge of the Sith
Solo 
Attack of the Clones
The Phantom Menace

#StarWars",2020-01-05 00:17:12,NYC
"@sftblfvr01 I started with 

The Phantom Menace
Attack of the Clones
Revenge of the Sith
A New Hope
The Empire Strikes Back
Return of the Jedi",2020-01-05 00:10:34,
"If I were to rank the Skywalker Saga (best to worst)~

The Empire Strikes Back
A New Hope
Return of the Jedi
#TheRiseOfSkywalker
The Force Awakens
The Last Jedi
Revenge of the Sith
Attack of the Clones
The Phantom Menace

Let the hate flow!

@AndreSegers @AshPaulsen @BitnerdGX",2020-01-05 00:07:48,Planet Mobius
"Empire
New Hope 
Mandalorian 
Return of the Jedi
Rogue One
Revenge of the Sith
Force Awakens 
Solo
Phantom Menace
The Last Jedi 
Attack of the Clones
Rise of Skywalker https://t.co/diDgE5HLtY",2020-01-05 00:02:36,"Marinette, WI"
"@literateloser2 1/3
Phantom Menace: Hey this little kid is the chosen one, we need to train him because the dark side is coming from inside the house
Attack of the Clones: Play stupid games, win stupid prizes like existential crises and WAR
Revenge of the Sith: Fall of the Jedi is super sad.",2020-01-05 00:00:50,"Lebanon, IL"
"star wars favs list: 
1. Return of the Jedi
2. Empire Strikes Back
3. Revenge of the Sith
4. Attack of the Clones
5. A New Hope
6. Phantom Menace
7. Force Awakens 
8. Rise of Skywalker
9. The Last Jedi 

(i still need to watch rogue one and solo)",2020-01-04 23:45:12,"California, USA"
"sry to do this but I must:

My Final Star Wars Rankings

1: The Force Awakens
2: The Empire Strikes Back
3: A New Hope
4: Return of the Jedi
5: The Rise of Skywalker
6: Revenge of the Sith
7: The Last Jedi
8: The Phantom Menace
9: Attack of the Clones 

(big gap between 7 &amp; 8/9)",2020-01-04 23:42:08,"Evanston, IL"
"For the biggest movie franchise of all time, there are a lot of SHIT films in the Star Wars saga:
Phantom Menace❌
Attack of the Clones❌
Revenge of the Sith❌
A New Hope✅
Empire Strikes Back✅
Return of the Jedi✅
Force Awakens✅
Last Jedi❌
Rise of Skywalker✅
Don’t @ me.",2020-01-04 23:41:24,"Brighton, England"
"@dumbasslouis Yes! I recommend you watch them in this order;

A new hope

The empire strikes back

Return of the jedi 

The phantom menace

Attack of the clones

Revenge of the sith

The force awakens

The last Jedi

The rise of sky walker",2020-01-04 23:40:31,yee yee country
@FNcoIe New hope. Empire strikes back. Return of the Jedi. Phantom menace. Attack of the clones. Revenge of the sith,2020-01-04 23:36:58,The Dark Side
"I think I gave #RiseofSkywalker enough time to sink in, this is my ranking of the saga:

1. Empire Strikes Back
2. A New Hope
3. The Last Jedi
4. The Force Awakens
5. Return of the Jedi
6. Revenge of the Sith
7. The Phantom Menace
8. Rise of Skywalker
9. Attack of the Clones",2020-01-04 23:32:35,CR
"Star Wars musical scores ranked:

1. The Last Jedi
2. Revenge of the Sith
3. The Rise of Skywalker
4. The Force Awakens
5. The Empire Strikes Back
6. A New Hope
7. Solo
8. Attack of the Clones
9. The Phantom Menace
10. Return of the Jedi
11. Rogue One

(all are at least good) https://t.co/XTOhqLdbgP",2020-01-04 23:29:30,United States
"I like lists and ranking things, ESPECIALLY when everyone else is doing it. So, here’s mine of the Skywalker saga:

Empire Strikes Back
A New Hope
The Last Jedi
The Force Awakens
Revenge of the Sith
Return of the Jedi
Rise of Skywalker
The Phantom Menace
Attack of the Clones",2020-01-04 23:22:44,"Mount Pleasant, MI"
"Best star wars movies in my opinion
1. Revenge Of The Sith 
2. Return Of The Jedi 
3. Phantom Menace 
4. Empire Strikes Back 
5. A New Hope 
6. Attack of the clones
7. Force Awakens
8. Rouge One 
9. Rise of Skywalker
10. Last Jedi",2020-01-04 23:18:34,
"For the prequels, Revenge of the Sith was the first Star Wars movie I've seen in theaters, and I watched The Phantom menace for the first time I think a year or 2 ago. Never seen Attack of the Clones. I've seen Rogue One but haven't seen Solo yet. Never watched The Clone Wars.",2020-01-04 23:07:02,Canada
"Hot take- my Star Wars Ranking (from worst to best)

Attack of the Clones
The Phantom Menace
Solo
Revenge of the Sith
The Rise Of Skywalker
Return of the Jedi
Rogue One
A New Hope
The Force Awakens
The Empire Strikes Back
The Last Jedi https://t.co/1yEQwseCND",2020-01-04 22:45:34,The Netherworld
"Saw Rise of Skywalker, so here goes:

1) Star Wars (don't give me that New Hope crap)
2) Empire Strikes Back 
3) Revenge of the Sith
4) Rise of Skywalker
5) Return of the Jedi
6) Solo
7) Rogue One
8) Force Awakens
9) Attack of the Clones
10) The Last Jedi
11) Phantom Menace",2020-01-04 22:45:23,"Pasadena, CA"
"@callenXC Empire, a new hope, revenge of the Sith, return of the Jedi, force awakens, rogue one, solo, phantom Menace, last Jedi, attack of the clones — haven’t seen sky walker yet",2020-01-04 22:33:07,USA
"my final ranking of star wars 

viewed with no spoilers and no nostalgia

revenge of the sith 85%
the last jedi 80%
attack of the clones 72%
empire strikes back 68%
return of the Jedi 65%
a new hope 60%
rise of skywalker 52%
the phantom menace 50%
force awakens 25%",2020-01-04 22:32:24,New York
"This was tough, but here is my list.
Great:
A New Hope
Empire Strikes Back
Rogue One

More good than bad:
Rise of Skywalker
Return of the Jedi
The Force Awakens
Solo

More bad than good:
Revenge of the Sith
The Last Jedi
Attack of the Clones
The Phantom Menace

#StarWars",2020-01-04 22:23:55,On the Grid
"Star Wars Film Ranks (IMO):
1. Empire Strikes Back
2. The Last Jedi
3. Revenge of the Sith
4. Return of the Jedi
5. The Rise of Skywalker
6. The Force Awakens
7. A New Hope
8. Rogue One (great, just couldn’t rank above rest)
9. Attack of the Clones
10. Phantom Menace
11. Solo",2020-01-04 22:20:42,"Pennsylvania, USA"
"@idontgetchaa My personal list of all SW films looks something like this, if we're ignoring spin-offs
1. A New Hope
2. The Empire Strikes Back
3. The Last Jedi
4. Revenge of the Sith
5. Return of the Jedi
6. Force Awakens
7. Phantom Menace
8. Attack of Clones
9. Rise of Skywalker",2020-01-04 22:10:54,The Nerd Realm
"Since @catswithbats did it, The Star War rankings:

New Hope &gt; Empire &gt; Last Jedi &gt; Force Awakens &gt; Return of the Jedi &gt; Rogue One &gt; Rise of Skywalker &gt; Revenge of the Sith &gt; a punch in the mouth &gt; Phantom Menace &gt; Attack of the Clones",2020-01-04 22:10:42,
"@TAHK0 My top 5 are:
- Empire Strikes Back
- A New Hope
- Revenge of the Sith
- Return of the Jedi
- Attack of the Clones",2020-01-04 21:52:45,
"The best way to watch Star Wars 
The Phantom Menace
Attack of the Clones
Revenge of the Sith
Solo: A Star Wars Story
Rogue One: A Star Wars Story
A New Hope
The Empire Strikes Back
Return of the Jedi
The Mandalorian 
The Force Awakens
The Last Jedi
The Rise of Skywalker",2020-01-04 21:26:35,Miami 
Never agreed with the high ratings for Attack of the Clones and Revenge of the Sith https://t.co/Tkg79lOtNP,2020-01-04 21:20:26,Luigi's Mansion
The Clone Troopers in Attack of the Clones and Revenge of the Sith are played by Temuera Morrison.,2020-01-04 21:07:05,Coruscant Library
"@mvbrat91 Also, don't know if you've noticed this, but The Phantom Menace and Attack of the Clones are better titles for the Revenge of the Sith than the actual movies they're attached to",2020-01-04 21:04:37,Trinidad and Tobago
"I decided to redo my ranking of the Star Wars films.

1. The Force Awakens
2. The Empire Strikes Back
3. Return of the Jedi
4. A New Hope
5. The Last Jedi
6. Revenge of the Sith
7. The Phantom Menace
8. Rogue One
9. Solo
10. The Rise Of Skywalker 
11. Attack of the Clones https://t.co/S4oN32KU86",2020-01-04 21:03:27,"Texas, USA"
"@manon74 Of those two, I's recommend release date. There is a third option called Machete order. It goes:
A New Hope
The Empire Strikes Back
The Phantom Menace
Attack of the Clones 
Revenge of the Sith
Return of the Jedi",2020-01-04 20:55:42,"NSW, Australia "
"My new Star Wars ranking is 
1. A new hope 
2. The empire strikes back 
3. Return of the Jedi 
4. Revenge of the sith 
5. Rogue one 
6. Solo 
7. Attack of the clones 
8. Force awakens 
9. Last Jedi 
10. Phantom menace 
11. The rise of Skywalker",2020-01-04 20:43:55,"Shawnee, KS"
@TTrekkie @DDayDoggy The Phantom Menace isn’t as bad as a lot of people say it is and is better than attack of the clones. Outclassed by Revenge of the Sith tho.,2020-01-04 20:28:44,United Kingdom
"As all of the Skywalker series is out, my film ranking is:

1. Empire Strikes Back
2. A New Hope
3. Force Awakens
4. Rise of Skywalker
5. The Phantom Menace
6. Revenge of the Sith
7. Return of the Jedi
8. Attack of the Clones
9. The Last Jedi

Got an issue, here’s a tissue🧻",2020-01-04 20:28:31,Greater London
"Star Wars favorites (Best to Worst)

1. A New Hope
2. Return of the Jedi
3. Revenge of the Sith
4. The Rise of Skywalker
5. The Last Jedi
6. The Empire Strikes Back
7. The Force Awakens
8. The Phantom Menace
9. Attack of the Clones",2020-01-04 20:18:29,abby 9.4.15
"Order of Star Wars, worst to best:
Attack of the Clones
Phantom Menace
Revenge of the Sith
Empire Strikes Back
The Last Jedi
A New Hope
Rise of Skywalker
Force Awakens
Rogue One
Return of the Jedi
Haven’t seen Solo 🤷🏼‍♀️",2020-01-04 20:03:05,
"Tier List in no particular order:

Great:
Empire Strikes Back, A New Hope, The Last Jedi, Return of the Jedi, &amp; The Mandalorian.

Good:
Rogue One, Clone Wars, Solo, Rebels, Revenge of the Sith, &amp; Force Awakens

Meh:
Rise of Skywalker &amp; Phantom Menace

Bad:
Attack of the Clones",2020-01-04 19:58:19,"Oklahoma City, OK"
"@yenskhaleesi Not sure about Where, but the order is New Hope, Empire Strikes Back, Return of the Jedi, then the prequels, Phantom Menace, Attack of the Clones, Revenge of the Sith. And then the sequels should be self explanatory based on year of release",2020-01-04 19:47:55,Beyond the Sunset Sea
"*Spoilers for Rise of Skywalker*
So just watched Attack of The Clones and Dooku clearly blocks his own force lightning with his hand. In Revenge of The Sith, I assume Palps didnt do this to entice Anakin. So why does he do absolutely nothing in ROS. #RiseofSkywalker",2020-01-04 19:45:31,
"Auch wenn es keinen Interessiert hier mein Star Wars Ranking:
1. Star Wars ROTJ
2. The Last Jedi
3. Rogue One
4. TROS
5. A New Hope
6. The Impire Strikes back
7. The Force Awakens
8. Revenge of the Sith
9. Solo
10. Attack of the Clone Wars
11. The Phantom of The Clones 
I Love SW https://t.co/Tc6rNO0ELj",2020-01-04 19:42:15,"Marl, Deutschland"
Let’s be completely honest: Attack of the Clones and Revenge of the Sith suck because the guy they got to play Anakin is a fucking terrible actor .... soooooo,2020-01-04 19:40:21,"Milwaukee, WI"
"#StarWars movies rated best to worst: 
 
The Empire Strikes Back 
A New Hope 
Return of the Jedi 
Revenge of the Sith 
The Force Awakens 
The Rise of Skywalker 
The Phantom Menace 
Attack of the Clones 
The Last Jedi",2020-01-04 19:30:05,"Landshut, Bavaria, Germany"
"@robbysoave No way. 

1.  Empire Strikes Back
2.  A New Hope
3.  Rogue One
4.  Return of the Jedi
5.  The Phantom Menace
6.  Force Awakens
7.  Revenge of the Sith
8. Attack of the Clones
9. Rise of Skywalker
10. The Last Jedi
11. Solo

No Mandalorian?",2020-01-04 19:20:58,"Massachusetts, USA"
"Star Wars (that’s right, the first one)
Empire Strikes Back
Solo
Rogue One
Return of the Jedi
Mandalorian
Yuuzhan Vong bks
Attack of the Clones
Force Awakens
The Phantom Menace
Some animated stuff
Rise of Skywalker
Some comic series
Some LEGO stuff
Last Jedi
Revenge of the Sith",2020-01-04 19:10:36,Dalvengyr
"@SacredIconHalo Return of the Jedi 
A new hope
Empire Strikes back 
Revenge of the Sith 
The force awakens 
Rogue one
Rise of skywalker 
Solo: a star wars story 
Phantom menace
The last Jedi 
Attack of the clones
Oh wait",2020-01-04 19:04:35,
@greyscanary I think it's set between attack of the clones and revenge of the sith.,2020-01-04 18:58:35,New Asgard zone
@greyscanary It takes place during the three year gap between Attack of the Clones and Revenge of the Sith.,2020-01-04 18:58:31,
"1. Revenge of the Sith
2. Empire Strikes Back
3. Return of the Jedi
4. A New Hope
5. Force Awakens
6. The Rise of Skywalker
7. Last Jedi 
8. Phantom Menace
9. Attack of the Clones https://t.co/ErZ1Ix6gFQ",2020-01-04 18:57:16,Trapped in a Game
"Empire Strikes Back
A New Hope
Return Of The Jedi
The Last Jedi
The Force Awakens
Rogue One 
Solo
The Rise of Skywalker 
Revenge Of The Sith
Attack Of The Clones
Phantom Menace",2020-01-04 18:56:07,LBC
"Ok, final answer on Star Wars movie list: 

1. Empire
2. A New Hope
3. Revenge of the Sith
4. Return of the Jedi
5. Phantom Menace
6. Attack of the Clones

Back to “Legends” for me.",2020-01-04 18:48:23,
"@hitRECordJoe 1. The Empire Strikes Back
2. Revenge of the Sith
3. A New Hope
4. Return of the Jedi
5. The Phantom Menace
6. Attack of the Clones

The others don't matter.",2020-01-04 18:35:37,
"@timtremags Honestly episodes 1-9 is mid the Star Wars universe has so much potential but that story is wack, I just fuck w the end of attack of the clones and revenge of the sith.",2020-01-04 18:17:25,Micah
"1. Return of the Jedi
2. Empire Strikes Back
3. Revenge of the Sith
4. A New Hope
5. Rogue One
6. Attack of the Clones
7. Phantom Menace
8. The Force Awakens
9. The Last Jedi
10. Solo
11. Rise of the Skywalker https://t.co/1qRWNVxvmO",2020-01-04 18:17:16,"Rio de Janeiro, Brasil"
"1. Empire Strikes Back
2. New Hope
3. Revenge of the Sith
4. Force Awakens
5. Solo
6. Return of the Jedi
7. Rogue One
8. Last Jedi
9. Rise of Skywalker
10. Phantom Menace
11. Attack of the Clones",2020-01-04 17:53:27,"Philadelphia, PA"
"the phantom menace is okey, attack of the clones is good, revenge of the sith is THE prequel",2020-01-04 17:34:52,ww • dc • star wars 
"@tasmosunt I can share my list for the sake of comparison though

Revenge of the Sith
The Last Jedi
A New Hope
Return of the Jedi
The Empire Strikes Back
The Force Awakens
Attack of the Clones
Rogue One
The Phantom Menace
The Rise of Skywalker
Solo",2020-01-04 17:23:38,she/her
"My @starwars movie rankings:

1. Empire
2. A New Hope
3. Revenge of the Sith
4. Return of the Jedi
5. Rogue One
6. Attack of the Clones
7. Force Awakens
8. Rise of Skywalker
9. Phantom
10. Solo
11. The Last Jedi

Whoever has the same list is my Force soulmate. #starwarsrankings",2020-01-04 17:22:35,Romania
"@ryan_belcher19 idk what you mean but the series goes:

A New Hope
Empire Strikes Back
Return Of The Jedi
The Phantom Menace
Attack Of The Clones
Revenge Of The Sith
The Force Awakens
The Last Jedi
Rise Of Skywalker

I go by release date",2020-01-04 17:15:58,chuck e cheese stage
"@bookish_stars Valid. Mine's: 
1. Return of the Jedi
2. Empire Strikes Back
3. A New Hope
4. Rogue One / The Force Awakens
5. The Last Jedi
6. Revenge of the Sith
7. Solo
8. Attack of the Clones
9. The Rise of Skywalker/ The Phantom Menace

Though I actually LIKE all of them except TRoS and TPM",2020-01-04 17:13:30,she/they/he
"@dansodergren @KRingsdore A New Hope, The Empire Strikes Back, Attack of the Clones, Revenge of the Sith, Return of the Jedi and then The Force Awakens onwards. This way you don't have to watch 1 if you don't want to.",2020-01-04 16:48:39,Cheshire / Manchester
"No one asked, but:

The Empire Strikes Back
A New Hope
The Last Jedi
The Force Awakens
Return of the Jedi
Rogue One
Revenge of the Sith
The Rise of Skywalker
Attack of the Clones
The Phantom Menace

(I haven't seen Solo).",2020-01-04 16:45:28,"Atlanta, GA"
"Ok star wars movies ranked.

1. Solo. 
2. Rogue One.
3. Empire Strikes Back.
4. Revenge of the Sith.
5. Last Jedi.
6. Return of the Jedi.
7. Force Awakens
8. New Hope.
9. Phantom Menece.
10. Rise of Skywalker.
11. Attack of the Clones.",2020-01-04 16:18:16,Wyndon
"The idea that The Rise of Skywalker is the worst Star Wars film - in a world where The Phantom Menace, Attack of the Clones, Revenge of the Sith, and Solo exist - is just nonsense to me. And I *liked* Solo.",2020-01-04 16:10:08,"South Wales, UK"
"Been catching up on the Star Wars prequels to debate @leslieleeiii on @ContrarianCourt. So far I have to say Attack of the Clones is better than I remembered, and Phantom Menace is worse. My memories of Revenge of Sith is it's good if you watch it as a silent movie. We'll see... https://t.co/WTuNpyYhD8",2020-01-04 16:06:35,"New York, USA"
"@TeaPartyTechie My rankings:

1. Rogue One
2. Empire
3. Jedi 
4. A New Hope
5. Force Awakens
6. Revenge of the Sith
7. Last Jedi
8. Rise of Skywalker
9. Attack of the Clones
10. Phantom Menace
11. Solo

I'll watch any of 'em, tho.",2020-01-04 16:05:31,
"@EtienneToGo 1. The Empire strikes back
2. Revenge of the Sith
3. a new hope
4. Return of the Jedi
5. The Phantom menace  (fuck it I love this movie)
6. Rogue one
7. The ries of skywalker
8. Attack on the clones
9. Solo
10. The Force awakens
11. The last jedi",2020-01-04 16:01:39,Germany
"Lista particular dos filmes da saga Istár Uórs (sem os spin-offs):

The Force Awakens &gt; The Last Jedi &gt; The Return of the Jedi &gt; A New Hope &gt; The Empire Strikes Back &gt; Attack of the Clones &gt; The Phantom Menace &gt; The Revenge of the Sith &gt; The Rise of Skywalker",2020-01-04 15:37:17,
"Also, in case you aren’t sure of where I stand:

1. The Empire Strikes Back
2. The Last Jedi
3. Return of the Jedi
4. A New Hope
5. The Force Awakens
6. Revenge of the Sith
7. The Rise of Skywalker
8. Rogue One
9. The Phantom Menace
10. Attack of the Clones
11. Solo",2020-01-04 14:55:00,Jungle Navigation Company
"Mostly accurate.

The bottom four on this list should die...painfully...and never be seen again.

Revenge of the Sith and particularly Attack of the Clones are both placed too high. https://t.co/ju786CJBK3",2020-01-04 14:44:05,Malware-Free Zone
